time_spent,clicked_full_article,news_type,summary_length,like_dislike,user_score
195.16949206975917,1,Entertainment,2060,0,5.2
218.18007435570507,1,others,2165,-1,5.18
133.90567645026115,1,Entertainment,1418,0,5.52
148.4549990167848,1,Food,1405,1,8.61
231.23608522294745,1,Education,2378,0,5.39
148.13364463321773,1,Politics,1452,0,7.36
82.68296988737413,1,World,883,0,3.43
244.418350275649,1,Culture,2390,1,7.76
188.06785862346135,1,others,1916,0,6.48
148.2582315619735,0,Health,1457,1,7.46
240.3279047462549,1,Sports,2346,1,8.28
128.81304211155998,1,Real Estate,1356,0,5.26
212.87554528227767,1,Automotive,2177,0,6.11
169.8047470004343,0,Weather,1571,1,7.66
221.03845464748417,1,Weather,2176,1,8.22
82.17994205859011,1,Environment,864,0,6.01
220.3618171815663,0,Economy,2187,0,6.01
60.97214722606358,1,Science,582,0,6.96
38.91095986375393,0,Crime,433,-1,2.73
188.07361293823027,1,World,2006,-1,3.01
37.560162353057706,0,Business,290,0,6.65
154.70011432597784,1,Technology,1548,0,5.27
188.30757181720713,1,Education,1919,0,5.76
81.14776537951413,1,Crime,812,1,7.41
71.35613988316324,1,Travel,749,1,7.38
52.18339323258416,1,Education,494,-1,4.14
34.846282226139834,1,others,287,0,7.92
102.24106380518613,1,Food,959,1,8.53
28.359529807501097,0,Technology,412,1,4.86
219.6860840438426,1,Opinion,2219,0,5.45
192.98800074946345,0,Entertainment,1950,-1,2.61
150.65785872704436,0,Opinion,1496,0,6.03
60.15545006724284,1,Travel,585,1,8.0
46.66514845414829,0,Education,400,1,9.13
74.25583467015889,1,Entertainment,796,1,8.03
231.04063089799425,0,Science,2276,0,5.61
209.4939361705348,0,Environment,2037,0,4.96
21.86958640929996,1,Science,244,-1,2.89
115.05927914593546,1,Automotive,1200,-1,3.28
93.22214958158371,0,Business,989,0,2.61
168.29150979307258,0,Food,1686,-1,3.24
112.09750380180222,1,Lifestyle,1193,-1,2.87
149.13913106495633,0,Food,1474,0,6.22
95.79809948379783,1,Crime,955,-1,4.63
57.25380719860564,1,Science,564,0,7.4
220.66279758862487,0,Culture,2206,0,5.19
168.6955859740861,1,Education,1745,0,5.75
208.69187924069809,0,Automotive,2139,-1,3.74
145.43317292521584,1,Environment,1354,1,8.91
104.0503175104282,0,Weather,999,1,7.8
225.7826939310437,1,Education,2180,0,7.62
231.35765929319305,1,World,2203,0,7.37
36.012799328987995,1,Health,291,1,9.53
144.51834203512723,1,Automotive,1515,1,7.06
62.2319126518347,1,Business,610,1,8.6
103.34547429327085,1,World,1080,1,8.27
156.40116565327614,1,Education,1629,0,6.7
217.44663320478975,0,Weather,2139,0,5.74
46.60237318329183,1,Technology,456,0,6.58
163.01409476806393,1,Travel,1614,1,8.4
125.54348086196478,0,Lifestyle,1253,1,7.58
33.86688543969421,1,Environment,371,0,4.79
82.10125153300297,1,Crime,789,0,7.46
155.2797258508741,1,Business,1568,1,8.1
108.81815512713204,0,Education,1044,-1,3.12
167.11609245010854,0,Crime,1558,0,6.3
51.05101905552999,1,Sports,498,0,6.75
221.66565724154333,0,Crime,2343,1,4.75
185.89561665464464,0,Economy,1889,-1,3.02
122.67669732530676,0,Crime,1256,-1,2.17
177.79601083214578,0,Food,1750,0,6.24
191.10123727544686,1,Business,1926,1,8.04
89.02322192562373,1,Economy,812,-1,4.96
214.20924271400722,1,Opinion,2131,1,8.13
196.28833532631475,1,Health,2109,-1,3.81
36.129657797518874,1,Automotive,394,1,6.24
130.11092105178946,1,others,1331,-1,4.45
30.502480735651492,0,Business,298,0,6.35
169.47968290402156,1,Crime,1705,0,5.55
78.00549300806541,1,World,840,-1,3.4
129.81188982213223,0,Health,1267,-1,3.82
77.47390767066683,1,Business,847,1,6.19
63.54540295388229,1,Entertainment,596,1,8.22
193.85485077184848,1,Food,1875,0,6.16
230.59277153097025,1,Entertainment,2388,1,7.26
152.75732021551232,1,Lifestyle,1555,0,5.89
77.23600947865359,0,World,688,0,6.79
157.70542234355725,0,others,1725,-1,2.51
236.25319696690084,1,Weather,2321,0,7.23
208.98363237146606,1,Education,2160,-1,3.98
123.4211289169292,1,World,1367,1,5.83
169.98577694185207,1,Crime,1758,-1,3.94
188.1869777303342,1,Culture,1906,1,7.7
15.0,1,Sports,235,1,4.92
125.24358116885846,1,Entertainment,1283,0,6.03
80.67049242674705,1,Education,858,-1,2.01
195.4870729217466,0,Sports,1828,0,6.23
147.15174873006328,0,Weather,1400,1,7.31
89.23139187346561,1,Business,813,0,7.14
66.77416926730102,0,Weather,606,0,7.37
208.79469170688958,1,Entertainment,2060,1,8.4
36.50951512437257,1,Crime,556,0,3.78
88.98008526763965,1,Real Estate,885,1,7.96
198.31908052559368,1,Real Estate,1988,0,6.53
121.55489228524615,1,Crime,1237,-1,3.81
205.9631274110446,1,Technology,2093,1,7.78
72.95928284215158,1,Technology,814,1,7.25
99.53038539988559,1,Technology,1022,0,5.37
159.84244868783304,0,Weather,1579,1,7.0
199.76465641166138,0,Opinion,2029,-1,2.59
72.366620884397,0,Economy,783,1,5.51
247.4854621816256,1,Politics,2418,-1,5.11
184.8684485934842,1,Education,1931,-1,3.03
232.6589983390184,1,Weather,2217,1,9.03
143.04346290724763,0,Culture,1453,0,5.36
97.55212131097711,1,Culture,999,1,7.48
144.43462259068082,1,Education,1526,1,7.58
30.870149291300134,1,others,347,0,5.52
206.07686333644418,1,Travel,2048,1,8.77
168.6799517469651,1,Travel,1658,0,6.98
98.33878448506482,1,Food,983,-1,4.54
146.40631349046964,0,Science,1368,0,6.05
70.61490914347768,0,Environment,737,-1,3.42
179.00080553612,1,Politics,1705,1,8.24
152.1264199272015,1,others,1407,0,7.41
236.6784969714785,1,Science,2364,1,8.49
28.877170785956388,0,Lifestyle,386,-1,0.62
36.85294029707652,1,Sports,342,1,8.38
63.661074672521714,1,Economy,628,1,9.18
218.07298924157703,1,Education,2172,1,7.8
157.60897643098485,1,Real Estate,1670,1,6.66
167.55151322963934,1,Environment,1708,1,7.54
195.13911763218172,1,Lifestyle,1900,1,8.72
209.99321712371315,1,Environment,2080,0,6.73
249.05473936775957,1,Business,2478,0,6.14
216.39106269376506,1,Lifestyle,2104,0,7.33
159.36679121461168,0,Politics,1642,-1,2.61
169.2217102899342,1,Real Estate,1656,-1,4.32
70.42885138046051,1,Lifestyle,743,-1,3.56
120.354288014987,1,Sports,1204,-1,3.06
107.33441119112953,1,Sports,1075,1,7.95
206.28288625803978,0,Health,2133,-1,3.36
227.50901416883733,0,Politics,2262,1,7.4
58.8466759124019,1,World,550,-1,5.69
117.87343742126873,0,World,1106,1,7.18
236.07287755835858,1,Opinion,2441,1,7.4
72.3561880037296,0,Economy,698,0,5.74
49.36127211618975,0,Education,614,0,1.96
247.31798476863642,1,Travel,2417,1,8.12
26.9818449689958,1,Politics,239,0,8.19
238.54576927685596,1,Environment,2320,1,8.29
254.2064710365692,1,Science,2495,1,8.63
155.95616244788567,0,World,1472,-1,3.92
106.98204639702197,1,Real Estate,1053,-1,4.36
203.22312191170985,0,others,2054,-1,3.12
153.38016762078652,1,Crime,1586,0,5.54
213.43639406133144,1,Food,2107,1,8.5
152.57665333096367,1,Crime,1543,1,6.79
145.1072058970272,1,Technology,1405,1,8.4
86.56090377598858,0,Politics,872,-1,3.06
111.98957957737974,0,Opinion,1207,-1,2.08
167.76335790318996,1,Real Estate,1568,1,8.2
22.81812249060958,1,Entertainment,311,0,4.24
33.837484749747624,0,Environment,267,0,6.68
81.37520991586247,1,Health,915,0,4.75
40.771235077609234,1,Entertainment,427,1,8.25
35.558503572819816,1,Sports,339,0,6.57
86.47604085191674,1,Real Estate,904,1,7.37
72.72476738365052,1,Weather,714,-1,5.3
59.27752717803446,0,Travel,582,0,6.04
156.17730101159856,1,Environment,1554,1,8.15
237.906134181194,0,Travel,2419,-1,3.28
108.66364127839772,1,Weather,1089,-1,4.48
163.4831744469689,1,Sports,1657,0,6.82
127.6245401420145,1,Lifestyle,1260,-1,4.53
202.3896024551043,0,Culture,2104,1,7.37
105.18738821026227,1,Weather,1047,0,7.0
175.90412567477074,1,Opinion,1719,0,7.15
230.3617452600779,1,Business,2270,1,8.17
136.48708677723477,1,others,1367,-1,3.99
204.67902176426767,1,Crime,2046,0,7.41
233.20560586239543,0,Environment,2297,-1,4.46
143.2847362639839,1,Education,1264,1,10.0
94.88109234969077,0,Health,940,0,6.3
110.55662751633318,1,Automotive,1052,0,6.98
80.03438742376318,0,Environment,845,0,4.61
139.5361595213417,1,Technology,1332,-1,5.27
186.32965260470357,1,Technology,1889,0,6.98
168.10611494876665,1,Business,1646,0,6.78
33.325977213122464,0,Politics,347,-1,4.31
150.5130270340158,1,Real Estate,1524,0,6.29
134.81696859899012,1,Entertainment,1298,0,6.66
207.44437882445658,0,Technology,2082,0,3.94
71.71996411886073,1,Real Estate,736,1,7.21
65.26267673893712,1,Food,607,0,6.82
107.311190210652,1,Real Estate,1040,1,8.34
145.56688520403844,0,others,1322,0,7.85
78.12949853609405,1,Crime,750,0,7.29
122.56776103303731,1,Business,1198,1,8.0
48.05744081862738,1,Business,410,-1,5.79
220.14404893756884,1,World,2199,-1,5.48
75.84786964183948,1,Real Estate,760,-1,3.7
209.93773118495966,1,Crime,2179,-1,4.96
164.71599862547924,1,Automotive,1651,-1,4.7
99.14591764607006,0,Crime,945,-1,4.29
181.0045776109497,1,Science,1878,-1,4.53
79.54376436262682,1,Sports,841,0,5.89
198.63004751793918,1,Automotive,1993,-1,3.85
48.35871516757167,0,World,524,-1,1.46
87.36450240774093,1,Culture,884,-1,4.32
152.8917212863943,0,Health,1552,1,6.52
122.59092807851769,1,Real Estate,1126,1,9.02
152.63992578384617,1,Entertainment,1613,0,5.08
229.93455804904914,1,Science,2276,1,9.02
167.5157252358507,1,Sports,1716,1,7.6
202.88348016142328,1,Environment,2003,0,6.56
199.09998817312317,0,World,2074,-1,2.61
44.855643138146505,0,Real Estate,425,0,6.4
211.9573423083863,1,Automotive,2176,1,6.72
91.26106987759216,1,Science,991,-1,2.57
118.37057093606207,1,Weather,1166,1,8.25
246.01526528326232,1,Politics,2482,-1,4.7
150.59642754048582,1,Entertainment,1415,0,7.11
183.3305083904503,0,Health,1848,-1,3.57
177.33972412368476,1,Weather,1735,0,7.1
95.11419728778087,0,Health,937,0,6.46
135.99789259422334,0,World,1331,1,7.51
115.04577440652218,1,Opinion,1091,-1,5.09
192.6869336891438,1,World,1863,-1,4.64
23.337880145872248,1,Automotive,280,0,4.59
37.66120007536636,1,Politics,428,1,6.69
116.76410737896411,1,Science,1178,1,7.12
90.6329913450965,1,Travel,824,1,7.97
99.67576176544753,1,Education,959,-1,4.34
67.89291685394059,1,Travel,620,0,7.68
184.49682287497248,0,Economy,1865,-1,3.07
41.6177434708483,1,World,348,1,9.23
207.89064847081767,1,Culture,2179,-1,4.26
220.40065024263157,1,Crime,2195,1,8.29
218.82088273476546,1,Politics,2215,-1,4.41
156.65057612372777,1,Opinion,1528,1,8.4
102.02812384704416,1,Politics,1037,1,8.01
161.2526378507052,1,Sports,1649,0,5.79
86.97224097153126,1,Food,933,0,4.71
35.60249453750567,0,Real Estate,364,0,4.56
110.15366402600024,1,Economy,1179,0,4.37
92.74553486828066,1,Economy,905,1,7.68
31.85712495358871,1,Automotive,401,1,6.73
75.21078200478051,0,Economy,883,1,5.53
152.4155780105876,1,Science,1529,-1,4.64
238.30722147179694,1,Food,2392,1,7.44
94.23773450777394,1,Culture,993,-1,2.1
181.50219211400935,0,Food,1982,-1,1.86
148.7889543863998,1,Travel,1499,-1,4.51
108.07509247798924,1,Science,1143,1,7.38
195.49431592658402,1,Travel,1964,-1,4.65
231.01832580838274,1,Sports,2344,-1,4.0
139.7674979636202,0,Education,1404,0,5.69
132.8422713181775,0,Real Estate,1315,0,6.11
60.44323162680368,0,Politics,695,0,3.15
55.469449860140685,1,Economy,503,1,9.17
207.07533919955523,1,Weather,2083,1,6.66
42.447974375119855,1,Culture,428,-1,4.25
62.11080428920046,1,Science,536,1,9.09
115.7136211086429,1,Travel,1126,-1,5.39
215.4418815403593,1,others,2147,1,8.87
193.79071110021673,0,Health,1850,0,6.08
169.20447653990954,1,Real Estate,1691,1,8.66
178.97314416934194,1,Health,1753,0,6.12
18.607246916039472,1,Business,230,-1,2.13
107.85472055031448,1,Science,1138,0,4.13
109.0061877260196,1,Entertainment,1203,-1,2.7
247.587447395989,1,Lifestyle,2445,1,8.36
133.32615056330386,1,Technology,1194,-1,5.07
65.81639112563035,1,Culture,752,-1,4.25
17.52475902798712,0,Entertainment,201,-1,1.3
251.12411930728217,1,Food,2463,0,7.84
203.1737171677241,1,Culture,2037,-1,4.57
196.8567989477376,1,Travel,2014,1,7.87
232.50304840563547,1,Food,2346,1,7.42
29.63446382748316,0,Food,349,0,2.88
226.3557472988109,1,Education,2311,0,5.5
52.76230105199637,1,Sports,603,0,4.63
155.28737189592138,0,Weather,1626,-1,2.74
89.36681665189606,1,Opinion,954,1,7.58
246.09969665266053,1,Science,2475,0,6.38
109.79651577493004,0,Weather,1133,-1,2.83
199.55942199005847,1,Weather,2064,1,7.7
241.93142457347426,1,Sports,2462,0,5.95
48.02297296611417,1,Real Estate,452,1,8.2
95.61816106715948,1,Science,1103,1,6.52
149.31053640691766,0,Technology,1532,-1,3.5
181.84049724739106,1,Health,1825,1,6.77
83.49096919968225,0,Culture,860,0,4.24
247.10869226417117,0,Business,2433,0,6.2
107.16164853763573,0,Business,1153,0,4.47
240.93069829641504,1,Weather,2364,-1,4.84
68.94377265653917,1,Science,608,-1,5.98
54.360269151049614,1,World,564,1,7.22
183.6673373300175,0,Opinion,1832,0,6.04
116.53068430847617,1,Science,1170,-1,4.03
237.1610525784176,1,Technology,2449,0,5.73
107.04873729011598,0,Crime,1038,0,5.39
119.71741653530381,1,Opinion,1194,1,9.58
242.66288235387793,1,Economy,2483,0,5.95
28.989495039344554,1,Entertainment,324,1,7.9
91.71212331313788,1,Business,926,1,6.97
73.72760905503837,0,Crime,759,-1,2.94
74.45854041905496,1,Environment,674,-1,6.51
56.13585416488343,1,Entertainment,496,0,8.49
64.06861218044548,0,Science,591,0,6.14
140.24844419389095,1,Entertainment,1464,-1,3.15
123.434187064943,0,Opinion,1358,-1,2.22
102.66572680654998,0,Weather,987,-1,4.44
240.5329402769439,1,Automotive,2402,0,7.1
134.5221108806399,1,Weather,1339,1,9.39
123.20566743169685,1,Business,1206,1,8.83
82.32358191963398,1,Education,830,1,8.15
156.1989752555894,0,Sports,1558,0,5.71
90.31767013291133,1,Lifestyle,843,1,9.26
126.62722125794643,1,Health,1246,1,8.98
40.25663260986285,1,Automotive,353,1,9.31
78.37453437068491,1,others,782,0,6.75
174.45271823181568,1,Politics,1813,-1,3.73
22.00366244757656,1,Crime,255,-1,2.46
244.72523522197375,1,Real Estate,2484,1,7.24
168.98405640705948,0,Business,1661,-1,3.66
84.34567073601721,1,Weather,805,0,6.83
141.97392700891578,1,Travel,1383,0,6.99
77.26699412680694,1,Opinion,711,1,8.65
124.16259213676369,1,Sports,1221,1,8.93
228.47511144141558,0,Culture,2270,-1,3.61
66.45324884223736,1,Travel,536,1,9.97
242.38779215550738,1,Weather,2417,-1,4.85
135.78011334673164,0,Education,1289,0,5.81
181.26718644937256,0,Real Estate,1743,0,6.38
16.532656638210526,1,Crime,224,0,3.69
123.50043135826,1,Business,1273,0,5.58
94.30449303043366,1,Opinion,927,1,8.63
213.58337543057146,1,Economy,2089,0,7.11
89.62562187513554,0,Politics,936,-1,2.93
107.75874395129267,1,Travel,1042,-1,4.88
217.72463335972253,0,Health,2233,-1,3.72
219.99455607104096,1,Crime,2361,-1,3.84
138.8211741465686,1,Education,1380,0,7.13
27.38942133391302,1,Opinion,384,-1,1.76
81.1087623468348,0,Food,764,0,5.88
178.6926252939162,0,Culture,1780,-1,4.11
248.0054804999882,1,Culture,2458,1,8.28
119.20984620857676,1,Lifestyle,1259,-1,2.88
227.28772634415753,1,Science,2198,1,8.22
114.03659860198023,1,others,1178,-1,3.96
58.09919115233248,1,Education,619,-1,4.2
244.58004276531494,1,Technology,2435,1,8.74
243.54695405420938,0,Culture,2401,-1,3.82
156.30900654527585,0,Crime,1519,0,6.04
223.3529440342323,0,Economy,2169,0,4.85
76.92221482064846,1,Economy,621,1,9.41
52.48355396675772,1,Food,603,-1,3.49
117.15539753528496,1,Real Estate,1058,1,9.83
17.884297556894715,1,Weather,312,-1,1.33
120.36835027391825,0,Sports,1133,-1,4.07
229.14631687413973,1,Technology,2263,-1,4.1
163.64828812986545,1,Lifestyle,1557,0,7.15
222.41012373054716,1,Education,2210,0,6.69
116.79679676288958,1,Environment,1221,0,6.13
169.95675311011328,1,Health,1717,0,6.0
233.8318154745108,0,World,2402,0,5.12
182.94097344271898,1,Politics,1859,1,8.13
92.37388376239542,1,Crime,861,-1,4.58
53.26341378236735,1,others,443,-1,5.71
109.32447678256173,0,Crime,1072,0,6.64
183.87159698005976,1,Travel,1927,1,7.85
128.07031930927243,0,Health,1268,-1,4.89
117.91086227075411,1,Sports,1259,-1,3.39
239.60501448590134,1,Technology,2413,1,7.69
66.47423179761088,1,Crime,707,-1,2.12
144.93490830072005,1,Technology,1607,0,5.25
48.02638961618393,1,Culture,497,0,4.89
39.45925273395007,1,Economy,405,1,7.87
39.43498541340238,1,Economy,387,-1,5.4
212.8262826540678,0,Environment,2052,1,7.21
82.11468482620981,1,Lifestyle,893,-1,3.17
199.659472032498,1,Culture,2019,1,8.2
34.56157750233366,1,Science,316,0,7.52
67.28548342311291,1,Culture,697,1,7.36
190.85851161032483,0,Economy,1934,1,6.28
45.16661403754992,1,Opinion,352,1,9.02
30.807942155753015,0,Crime,322,0,5.09
221.2699990823798,0,Real Estate,2230,0,4.76
158.16758295522774,0,Technology,1590,-1,3.39
236.17845565488358,1,Economy,2458,1,7.26
144.54941867217224,1,Real Estate,1396,1,8.68
108.74136193928184,1,Business,1045,1,8.01
90.43982770395762,1,Automotive,878,1,8.84
39.7294768753943,1,World,487,-1,2.35
124.61774995948045,1,Science,1297,1,6.19
167.0260569679128,0,Economy,1703,-1,2.7
124.09563941644251,0,Lifestyle,1279,-1,3.23
146.4970641583366,0,Lifestyle,1489,-1,3.87
158.70977898860176,1,Food,1514,1,8.43
77.85056304920093,0,Technology,867,-1,2.3
113.80444523755591,1,Technology,1125,-1,4.6
55.72563003259854,0,Education,587,-1,2.7
106.93826897469668,1,Business,1029,-1,5.41
26.74645902275406,1,Weather,331,1,5.89
189.99869481102954,1,Opinion,1819,1,7.99
98.15964262638326,1,Automotive,924,1,7.4
61.23786222574721,0,Environment,667,1,6.37
42.237859512258815,1,Culture,397,1,9.25
165.51739602977267,1,Business,1658,1,6.85
76.90128750744235,1,Food,686,1,10.0
245.18053365163388,1,Economy,2456,-1,4.07
195.34742456349804,0,Food,2017,-1,2.81
74.95140666448695,1,Politics,761,0,5.17
119.27655161827374,1,Real Estate,1124,-1,4.77
147.50128222472551,1,Technology,1505,0,5.97
213.59876724786443,1,Entertainment,2167,0,6.47
59.339112122415116,1,Entertainment,564,0,7.61
54.686150398642695,1,Real Estate,639,-1,2.71
27.27638628838939,1,Real Estate,255,-1,5.27
187.8501195752257,1,Politics,1841,0,7.94
179.402984766745,1,Economy,1849,0,6.08
15.0,0,Culture,200,-1,1.07
59.55118499452221,1,Sports,618,0,5.53
52.02949138033491,0,Lifestyle,463,0,6.6
138.07709832914583,1,Travel,1451,1,7.29
38.42909755272189,1,Culture,319,0,8.43
100.38485450193788,0,Lifestyle,1109,-1,0.0
60.337255411261985,1,Automotive,534,1,9.28
104.1341471642119,1,Technology,960,1,8.13
238.41060373209513,1,Sports,2451,0,6.49
17.665295972420957,1,Culture,208,0,3.03
198.31740157462286,1,Entertainment,1891,1,9.14
227.71314165188295,1,Weather,2269,0,7.54
189.5596093550027,0,Health,1821,-1,4.34
36.69551287484835,1,Technology,398,-1,3.79
229.4585105607761,1,Sports,2158,1,8.67
232.51194347133585,0,Politics,2406,0,5.25
195.54530676383746,0,Environment,1977,0,4.68
152.0212289251769,0,Automotive,1543,1,6.53
178.15761699642914,1,others,1730,1,8.55
79.24499570700263,0,Travel,863,-1,1.02
154.42254696586815,1,Sports,1536,0,7.1
137.92202515271174,0,Education,1297,0,6.48
76.4070085829119,1,Food,813,-1,2.38
186.0519663939075,1,Environment,1807,1,8.58
245.63888019748887,1,Automotive,2379,1,8.94
182.579986773406,1,Travel,1757,1,7.59
79.8487149624196,1,Culture,843,-1,3.87
187.5700521379501,0,Real Estate,1844,1,8.27
133.14201543682694,1,Culture,1429,0,5.88
98.12639912368009,1,Science,1038,0,5.54
140.2244579269165,1,Politics,1327,0,6.75
125.029291264184,0,Environment,1265,-1,2.57
149.34832575695947,0,Economy,1448,1,6.76
164.78556579660818,1,Politics,1646,-1,4.6
116.10534656632107,1,Economy,1203,1,5.82
128.14343700699916,0,Weather,1346,-1,3.98
228.94846872037436,0,Environment,2193,0,6.1
74.75348853814334,1,others,727,-1,4.59
248.79912593106462,1,Business,2414,-1,6.14
165.24990842661168,0,Environment,1867,1,5.89
52.881706661928156,0,Technology,507,-1,3.52
75.68547290534006,0,Business,637,0,6.64
23.752604854564257,0,Travel,216,-1,4.59
144.96791083191943,1,Environment,1410,0,6.67
131.1558191837455,1,Automotive,1345,0,5.63
254.05526435320388,0,Food,2480,0,5.98
67.34594035118009,1,Politics,661,1,8.25
221.70564363160358,1,Economy,2191,0,7.71
61.28492664338824,1,Sports,570,0,7.36
172.58916940580087,0,Travel,1691,0,6.89
134.1385110060121,1,Health,1280,1,8.52
55.39087454427318,1,Technology,464,1,10.0
94.76632376051258,1,Sports,1008,1,5.21
119.75947023052248,1,Lifestyle,1171,-1,5.3
74.46928303034306,0,Entertainment,772,0,4.54
100.49486769444336,1,Weather,1006,-1,4.17
92.59932010212786,0,Technology,952,0,5.05
116.72196605069372,0,Environment,1103,-1,3.78
99.60417252999531,1,Politics,969,1,8.44
29.370551051619966,0,Automotive,329,-1,1.51
193.8876695255877,1,Food,1969,0,6.06
31.296208735806424,1,Economy,218,1,8.86
124.886197881934,0,Environment,1314,-1,3.48
26.622854792777275,0,Food,247,0,5.98
111.81847533587518,0,Politics,1053,0,5.29
188.5617615923851,1,World,1886,0,6.81
204.1515524570602,1,Crime,2027,1,8.92
46.392605783535856,1,Technology,468,-1,4.59
176.02303700610835,1,Education,1846,1,7.98
109.05168548725207,1,others,1099,0,5.59
118.89618181196734,1,Sports,1233,0,6.12
183.3439973719574,1,Education,1749,1,8.1
95.64724716944986,1,Science,1050,0,5.98
103.99875516371841,1,Travel,1026,1,9.08
83.35683513066317,1,World,813,0,7.66
157.92064560616086,1,Entertainment,1486,0,7.31
94.80647256380426,1,Travel,925,1,8.29
227.91802364895105,1,Politics,2441,0,5.14
209.495271941333,1,others,2063,0,6.67
47.14512834791751,1,Economy,526,1,7.57
99.34314899217544,1,Technology,982,1,8.86
156.6732937527702,1,Education,1533,1,8.22
34.96143883276434,0,Lifestyle,349,-1,3.71
196.9949224693639,0,Automotive,1946,0,6.75
255.14814373031356,0,Environment,2481,0,6.07
24.77672433631063,0,Automotive,236,1,8.03
58.80132654175882,1,Sports,541,1,8.5
219.2497821663954,0,Sports,2175,1,7.63
58.73931751753697,1,Food,610,0,5.49
108.80515637027462,0,Travel,1176,0,3.47
73.71817838628203,1,Travel,804,0,5.51
104.41526298573814,1,Technology,1022,1,8.63
200.31934305471415,1,Weather,2000,0,6.76
141.83798739011698,0,Real Estate,1362,1,5.77
129.13361968770215,0,Entertainment,1418,1,5.7
144.1020078157639,1,Environment,1456,-1,3.56
176.03873855893494,1,Crime,1650,1,9.03
52.79090703147738,1,Crime,465,0,8.52
